ID,method,prop_POC,C_N_MAOC,C_N_POC,yield_N,yield_C,Clay,pH,TOC,TOC_mesured,TIC,num_ID,c_poc,c_maoc
BZE 4655,M3,16.5432581294632,10.7124,16.0755,86.6648947086867,98.9696323074019,21.5,6.6,15.67,16.45,0.31,26,2.7213659622966966,13.728634037703303
BZE 3952,M3,16.5957660193907,8.9583,15.1134,82.6372034610021,86.3048453438927,31.4,8.1,14.04,15.7,15.81,25,2.60553526504434,13.094464734955658
BZE 3581,M3,14.4440562129259,7.8584,16.7936,91.7655587742492,88.0023086149396,29.3,6.36,11.01,11.44,0.0,24,1.652400030758723,9.787599969241276
BZE 3290,M3,30.7838910908665,9.1743,12.4631,95.2888939464036,96.0921597855208,31.1,6.01,59.29,58.57,0.0,23,18.03012501192051,40.53987498807949
BZE 2659,M3,20.4518179280228,9.9834,13.7441,96.0529673618973,90.0679725111669,21.5,7.58,22.38,21.4,2.63,22,4.376689036596878,17.023310963403123
BZE 1412,M3,17.5261081991309,14.8664,16.2804,100.138240069503,100.923106938681,3.2,5.9,15.53,15.63,0.0,20,2.73933071152416,12.89066928847584
BZE 1173,M3,34.7005963288088,14.6908,14.2456,95.5625942937957,96.3953941486487,5.2,5.89,59.77,61.95,0.0,18,21.49701942569705,40.452980574302956
BZE 0259,M3,19.556791790019,11.8345,13.8288,97.8665128393929,103.392536895844,34.1,7.49,27.13,27.08,4.64,17,5.295979216737145,21.784020783262857
BZE 0060,M3,31.0768688457507,9.2902,14.2458,94.1908180273919,93.9360356022188,56.1,5.3,120.31,116.42,0.0,16,36.179690710222964,80.24030928977704
BS MI,M3,20.0377278071457,10.699,24.5656,93.8104251897987,91.8952504378879,4.0,6.25,18.3,8.83,0.0,15,1.7693313653709652,7.060668634629034
BS A,M3,21.2662722758973,10.2604,23.3613,85.4440447273213,85.3687001355674,4.0,6.25,15.5,10.49,0.0,14,2.2308319617416266,8.259168038258373
6019,M3,36.4546889330912,9.4318,11.5966,93.9028360393861,93.5185541335967,39.1,5.86,136.96,0.0,0.0,6,0.0,0.0
3820,M3,18.9506686886943,9.3361,12.4213,89.2948347414948,89.5441017785058,53.9,7.52,28.94,27.1,29.27,4,5.135631214636155,21.96436878536385
3596,M3,24.1190559264746,8.0362,14.1526,96.904885320241,92.2777098600769,60.0,7.57,22.98,21.59,13.35,3,5.207304174525866,16.382695825474133
1005,M3,12.8117546932528,8.8232,16.0815,96.0226707676649,93.1044641448635,10.8,6.52,9.05,9.74,0.0,2,1.2478649071228227,8.492135092877177
786,M3,10.5919209156044,20.7666,20.724,92.3541125994201,93.5482992242736,3.6,6.02,35.61,33.07,0.0,1,3.502748246790375,29.567251753209625
347,M3,35.362730275213,16.6978,16.6821,95.0379971303135,96.7313006038079,4.4,6.08,76.0,0.0,0.0,0,0.0,0.0
TT-06,M3,17.0145073925442,7.7559,11.1825,92.1303733751021,81.4071198315569,28.1,8.6,15.9,15.57,171.6,66,2.6491588010191323,12.920841198980868
REMENDIA,M3,19.2559999255672,9.1886,19.8748,96.299008463906,98.8688546073311,39.1,5.8,36.6,25.55,0.0,63,4.91990798098242,20.63009201901758
ENERIZ C4,M3,15.9284562227088,8.891,12.5177,86.1654975192799,93.0769523690496,29.8,8.6,12.1,55.5,399.3,50,8.840293203603384,46.65970679639662
ENERIZ C3,M3,25.0626000101451,8.2246,9.8185,92.8326649137023,87.1422254639632,29.8,8.6,14.0,57.98,399.3,49,14.53129548588213,43.448704514117864
CS-16-058-A2,M3,15.2477940412835,7.7795,10.5526,91.3225709121694,89.085771036666,30.2,7.9,12.4,72.15,479.0,46,11.001283400786045,61.148716599213955
170-3-0-15,M3,28.0437356850158,8.2944,17.7286,95.596559602204,95.1377487337701,29.4,7.4,34.3,34.27,0.0,13,9.610588219254916,24.659411780745085
156-2-0-15,M3,22.1916815367075,7.9042,13.3674,94.5756797505565,96.0093063806492,37.8,8.1,27.0,26.27,536.5,12,5.82975473969306,20.440245260306938
154-2-15-30,M3,23.4157130258517,7.0144,15.5279,91.7669004172859,85.8970549160956,35.7,8.6,11.0,22.88,706.2,11,5.357515140314868,17.52248485968513
154-1-0-15,M3,33.8961620345216,7.9683,15.705,85.7355836608994,88.5047699676156,33.1,8.2,20.0,16.39,619.0,9,5.555580957458091,10.83441904254191
15-KOE-1-18,M3,7.55030676975267,14.8871,18.4228,97.0006304375239,98.5318393515438,4.4,6.6,15.5,16.39,0.0,8,1.2374952795624625,15.152504720437538
13-KOE-1-18,M3,26.2980742572445,13.4582,22.5069,97.8204834658562,98.0487781742995,68.1,7.4,29.3,32.39,0.0,7,8.517946251921494,23.872053748078503
M22/02 88,M3,23.171020244773,12.0880433497113,14.9677564825254,91.0557872340426,91.6177241962775,6.3,6.6,57.4,59.1,0.0,57,13.694072964660844,45.40592703533916
M22/02 82,M3,20.8050271032586,11.8824343302991,14.9338144329897,97.623,95.3937070866142,5.5,6.6,63.6,63.5,0.0,56,13.21119221056921,50.28880778943079
M22/03 12,M3,23.8616571398516,10.9331018369665,13.1802361715351,90.3015797101449,89.3219685534591,14.7,6.5,76.1,79.5,0.0,58,18.970017426182025,60.529982573817975
M20/18 03,M3,31.2350857073474,12.2199211248993,15.0,89.7161690140845,87.8958382978724,8.5,5.3,87.4,94.0,0.0,55,29.36098056490656,64.63901943509345
M20/04 77,M3,17.3861964958144,8.35181621717635,11.3118712273642,90.3797543859649,87.5269514563107,30.0,6.1,50.2,51.5,0.0,54,8.953891195344415,42.54610880465558
P114,M3,18.1765472869708,10.1219302594612,19.9174040338321,94.6984375,94.6183146067416,43.2,7.0,3.5,3.56,0.0,60,0.6470850834161604,2.9129149165838397
P014,M3,12.0178163527879,10.451180875576,17.4324082363474,91.8213333333333,86.2086650831354,17.0,6.7,1.9,2.105,0.0,59,0.2529750342261853,1.8520249657738146
SP 05,M4,26.3377538845318,9.974,24.4456,103.655912535452,99.197947543175,34.47,6.46,62.38,43.48,0.09,65,11.451655388994427,32.02834461100558
PS 04,M4,59.0423816314329,20.0948,36.2662,98.8961681912159,91.3234625066593,8.6,5.27,20.78,28.02,0.0,61,16.5436753331275,11.4763246668725
EPC 39a,M4,21.181112601101,9.7618,22.8177,100.305275969476,97.541068063029,38.69,5.99,31.72,45.6,0.0,51,9.658587346102056,35.94141265389794
CL-14-2015,M4,21.3884574023181,9.0937,33.6679,92.9549902152642,96.931759552715,33.0,6.8,13.01,13.01,0.0,44,2.7826383080415846,10.227361691958416
CL-14-2002,M4,21.6049741229729,8.6603,31.8691,92.4293884807622,85.7231687450487,33.0,6.8,13.3,13.3,0.0,43,2.873461558355396,10.426538441644604
CL-10-2015,M4,25.6121850993927,8.9728,33.7186,97.2600181902507,88.6538606399795,33.0,6.8,14.14,14.14,0.0,42,3.6215629730541274,10.518437026945872
CL-10-2002,M4,24.5774502464059,8.4165,34.4917,90.7122151799408,94.1193651656562,33.0,6.8,12.05,12.05,0.0,41,2.961582754691911,9.088417245308088
CL-05-2002,M4,30.7453660495891,8.7837,40.0849,93.379300860172,97.6348169209514,33.0,6.8,14.14,14.14,0.0,39,4.347394759411899,9.7926052405881
CHS 57b,M4,50.0944772499329,19.4584,22.6892,107.550039152116,103.197600327149,5.31,4.54,34.16,30.61,0.0,38,15.333919486204461,15.276080513795538
CHS 57A,M4,33.8772934552854,10.3035,15.7602,100.536155900683,95.5999141701518,15.41,4.57,23.07,25.66,0.0,37,8.692913500626233,16.967086499373767
CHS 35,M4,36.1105949682262,22.2225,26.9205,90.6103286384977,97.3059772318102,17.56,4.37,39.87,47.11,0.0,36,17.011701289531363,30.098298710468633
CHP 18,M4,30.212491792683,13.8846,26.8823,91.052852097923,88.1939330980102,46.86,5.11,35.45,32.78,0.0,35,9.903654809641488,22.876345190358517
CHP 10,M4,25.0440134676783,11.6226,22.7109,105.06665092678,96.4270267058558,61.51,4.7,42.97,44.92,0.0,34,11.249770849681093,33.67022915031891
WF MI,M4,25.4767228939499,13.6089,42.6129,95.9318491800952,99.6990406933459,43.2,7.3,32.8,50.18,19.6,68,12.78421954818406,37.39578045181594
WF CR,M4,23.5402626948317,14.4795,93.7125,94.0523038605231,98.5618014226549,43.2,7.3,18.6,37.73,19.6,67,8.88174111476,28.84825888524
FM MI,M4,9.58755542660469,10.7765,22.844,94.8645540592955,96.3768434484506,15.0,6.7,19.3,19.95,1.3,53,1.9127173076076356,18.037282692392363
FM CR,M4,8.7479958630172,10.5363,22.4229,94.2313035895945,97.9277907018673,15.0,6.7,17.2,18.62,1.3,52,1.628876829693803,16.9911231703062
DE MI,M4,15.3059251891406,9.5459,17.4768,93.3219681431449,96.3425551527316,44.7,7.1,23.2,24.26,1.7,48,3.71321745088551,20.546782549114493
DE CR,M4,11.0362972282159,8.5406,16.6151,94.5394280068361,98.537229130756,44.7,7.1,11.0,13.1,1.7,47,1.445754936896283,11.654245063103717
BZE 6201,M4,14.4627337557745,9.9802,15.9443,100.856324743136,113.340254735109,15.0,7.85,25.09,21.97,11.01,33,3.1774626061436577,18.79253739385634
BZE 6035,M4,16.6707763396414,14.351,16.5731,90.4724050857007,88.753078496331,3.8,6.07,21.73,36.41,0.0,32,6.069829665263433,30.340170334736563
BZE 5406,M4,14.9809527256139,8.7278,13.3843,94.4617045051416,100.423695573272,37.6,7.38,81.08,75.38,4.18,31,11.292642164567757,64.08735783543223
BZE 5300,M4,21.4366299061284,9.2059,14.1409,95.7252449687779,96.7472009879409,20.5,6.58,41.6,43.51,0.0,30,9.327077672156467,34.18292232784353
BZE 5216,M4,31.3171717679804,10.0325,13.1837,98.8335549597076,96.0383948772281,22.4,5.46,61.2,60.27,0.0,29,18.874859424561787,41.39514057543821
BZE 4770,M4,19.920131787623,10.498,15.89,97.6579421739626,102.86538891953,67.2,7.31,80.16,73.59,2.84,28,14.659224982511766,58.93077501748823
BZE 4764,M4,18.3526604675482,9.16,19.3118,93.4391449026924,92.7406868685651,46.0,6.42,56.45,56.22,0.0,27,10.317865714855598,45.9021342851444
BZE 4655,M4,14.3842646786786,8.9672,16.2417,98.9030966938735,95.7779144327733,21.5,6.6,15.67,16.45,0.31,26,2.3662115396426295,14.083788460357368
BZE 3952,M4,14.2263072217626,9.2828,16.5915,88.0846176371085,95.1613908078365,31.4,8.1,14.04,15.7,15.81,25,2.2335302338167278,13.466469766183273
BZE 3581,M4,10.6107123218177,8.0388,17.3027,97.6045411134378,93.739998708727,29.3,6.36,11.01,11.44,0.0,24,1.2138654896159449,10.226134510384053
BZE 3290,M4,24.9467856047463,9.3946,13.9482,93.7809539960281,96.9076586026709,31.1,6.01,59.29,58.57,0.0,23,14.611332328699907,43.9586676713001
BZE 2659,M4,18.3370610094106,11.9258,15.3872,94.0415599438156,103.648170087589,21.5,7.58,22.38,21.4,2.63,22,3.9241310560138687,17.47586894398613
BZE 1412,M4,17.8023113976406,15.5954,15.414,96.8209976562084,99.942570743385,3.2,5.9,15.53,15.63,0.0,20,2.7825012714512263,12.847498728548773
BZE 1173,M4,55.5634797773215,15.1778,14.0246,100.692448392997,101.458076826578,5.2,5.89,59.77,61.95,0.0,18,34.42157572205067,27.528424277949334
BZE 0259,M4,18.017041945571,10.6425,16.3515,100.379186021304,98.9569307546268,34.1,7.49,27.13,27.08,4.64,17,4.879014958860626,22.200985041139372
BZE 0060,M4,38.0732557860907,9.3479,13.0252,98.6249553858552,98.9522531381034,56.1,5.3,120.31,116.42,0.0,16,44.324884386166794,72.09511561383322
BS MI,M4,23.5582309123154,10.9644,25.6575,90.9358541190498,93.4648070496752,4.0,6.25,18.3,8.83,0.0,15,2.0801917895574498,6.749808210442551
BS A,M4,20.0416288965744,11.1577,23.6066,86.0494074222312,92.5152994561275,4.0,6.25,15.5,10.49,0.0,14,2.1023668712506547,8.387633128749346
6019,M4,25.4252143163375,9.7055,12.8229,96.4196868232342,98.1177313668514,39.1,5.86,136.96,0.0,0.0,6,0.0,0.0
3820,M4,14.112837469867,9.5008,12.9197,99.3366407774631,100.350166178287,53.9,7.52,28.94,27.1,29.27,4,3.8245789543339566,23.275421045666043
3596,M4,16.7402544160591,8.9573,13.9663,96.7015185959081,97.8311554766972,60.0,7.57,22.98,21.59,13.35,3,3.614220928427159,17.97577907157284
1005,M4,12.5243560984395,8.9894,15.2916,94.7714240361913,92.9868360951885,10.8,6.52,9.05,9.74,0.0,2,1.2198722839880072,8.520127716011993
786,M4,16.3494650534412,20.6591,22.8195,96.308327509042,98.2247402731508,3.6,6.02,35.61,33.07,0.0,1,5.406768093173005,27.663231906826994
347,M4,43.6957289544596,17.1547,16.4354,92.8376905025916,95.1908495800171,4.4,6.08,76.0,0.0,0.0,0,0.0,0.0
TT-06,M4,11.4920933771354,9.0934,12.4005,97.4492831642772,98.779437057554,28.1,8.6,15.9,15.57,171.6,66,1.789318938819982,13.780681061180017
REMENDIA,M4,18.92709965792,9.9204,20.3765,99.9754561010439,110.060666518396,39.1,5.8,36.6,25.55,0.0,63,4.83587396259856,20.714126037401442
ENERIZ C4,M4,14.4094760715836,8.3865,10.5405,87.9597282853932,88.4885557717255,29.8,8.6,12.1,55.5,399.3,50,7.997259219728898,47.502740780271104
ENERIZ C3,M4,23.5520543915915,8.4722,11.8947,91.5818873516844,91.3797501169869,29.8,8.6,14.0,57.98,399.3,49,13.655481136244752,44.32451886375525
CS-16-058-A2,M4,6.80558109089582,8.638,11.0215,86.6787080519817,91.0634441962025,30.2,7.9,12.4,72.15,479.0,46,4.910226757081334,67.23977324291867
170-3-0-15,M4,22.3073461682115,9.0732,19.4611,95.9496538703587,100.841722059468,29.4,7.4,34.3,34.27,0.0,13,7.644727531846081,26.625272468153923
156-2-0-15,M4,16.9836634643693,8.6526,12.9596,87.1193319890388,93.2537039051124,37.8,8.1,27.0,26.27,536.5,12,4.461608392089815,21.808391607910185
154-2-15-30,M4,15.218133195017,8.289,16.2848,100.559386356823,104.684400543779,35.7,8.6,11.0,22.88,706.2,11,3.4819088750198897,19.39809112498011
154-1-0-15,M4,20.7392254585635,10.1554,16.3114,95.2783690342901,113.260720876226,33.1,8.2,20.0,16.39,619.0,9,3.3991590526585576,12.990840947341445
15-KOE-1-18,M4,12.6952514371858,14.9986,18.8979,100.02768342546,103.176926094678,4.4,6.6,15.5,16.39,0.0,8,2.0807517105547526,14.309248289445247
13-KOE-1-18,M4,22.7230058248688,13.8077,23.5638,98.9352270065911,100.420583637074,68.1,7.4,29.3,32.39,0.0,7,7.359981586675004,25.030018413324996
M22/02 88,M4,31.0800610732539,12.391463741481,11.5803506386285,95.567,92.1696954314721,6.3,6.6,57.4,59.1,0.0,57,18.368316094293057,40.731683905706944
M22/02 82,M4,28.0713712111462,12.3349311746932,17.509196164747,98.4304,104.249007874016,5.5,6.6,63.6,63.5,0.0,56,17.825320719077837,45.67467928092216
M22/03 12,M4,20.6691891225813,11.0663936108857,12.5732667033918,94.7742028985508,93.340865408805,14.7,6.5,76.1,79.5,0.0,58,16.432005352452133,63.06799464754787
M20/18 03,M4,42.3129178575565,12.4314689672632,14.53593279596,91.7984507042254,91.8211265957447,8.5,5.3,87.4,94.0,0.0,55,39.774142786103106,54.225857213896894
M20/04 77,M4,15.3331086689109,9.65525732578183,12.598626276858,88.2735438596491,97.8373980582525,30.0,6.1,50.2,51.5,0.0,54,7.896550964489113,43.603449035510884
P114,M4,21.8724578902859,10.6373898154607,16.3016041039003,94.41425,97.7012415730337,43.2,7.0,3.5,3.56,0.0,60,0.7786595008941781,2.781340499105822
P014,M4,12.0117013186223,10.9807137954701,17.7537577365164,100.068,98.4731781472684,17.0,6.7,1.9,2.105,0.0,59,0.2528463127569994,1.8521536872430004
SP 05,M5,39.6244999973563,9.4656,32.9368,75.2267797278643,80.2032549934445,34.47,6.46,62.38,43.48,0.09,65,17.22873259885052,26.25126740114948
PS 04,M5,73.3925057802657,20.4497,40.3691,93.7783696590014,101.904797153851,8.6,5.27,20.78,28.02,0.0,61,20.564580119630445,7.455419880369552
EPC 39a,M5,34.1151843546879,9.978,24.8976,85.8826609168161,94.1850241332627,38.69,5.99,31.72,45.6,0.0,51,15.556524065737683,30.043475934262318
CL-14-2015,M5,16.8500780387323,10.153,30.0949,94.2736049421258,104.423666583773,33.0,6.8,13.01,13.01,0.0,44,2.192195152839072,10.817804847160927
CL-14-2002,M5,22.7371061031867,10.677,27.5493,94.6419316256354,106.310206394087,33.0,6.8,13.3,13.3,0.0,43,3.024035111723831,10.27596488827617
CL-10-2015,M5,2.9636388839137,10.7216,28.0149,93.2498918237942,83.9850739537784,33.0,6.8,14.14,14.14,0.0,42,0.4190585381853972,13.720941461814604
CL-10-2002,M5,13.7483738307939,10.907,21.2102,89.8322113114832,105.552833412209,33.0,6.8,12.05,12.05,0.0,41,1.6566790466106651,10.393320953389336
CL-05-2002,M5,22.6122413016663,9.6767,20.2823,93.0889423076923,92.6141515250426,33.0,6.8,14.14,14.14,0.0,39,3.1973709200556155,10.942629079944385
CHS 57b,M5,71.255077300179,16.8914,23.5154,107.594484237733,103.848199244873,5.31,4.54,34.16,30.61,0.0,38,21.81117916158479,8.798820838415208
CHS 57A,M5,31.031953622451,12.3696,20.284,70.3474556431691,80.6184189531852,15.41,4.57,23.07,25.66,0.0,37,7.962799299520926,17.697200700479073
CHS 35,M5,45.2466642766228,18.0079,30.6558,95.4611069355032,95.7404406234901,17.56,4.37,39.87,47.11,0.0,36,21.315703540717,25.794296459282997
CHP 18,M5,36.8137917083034,12.649,37.2167,82.7952910486002,82.4257842395022,46.86,5.11,35.45,32.78,0.0,35,12.067560921981855,20.712439078018146
CHP 10,M5,37.0418145607642,10.7928,26.7858,85.9532971377365,82.3941915763624,61.51,4.7,42.97,44.92,0.0,34,16.63918310069528,28.280816899304725
WF MI,M5,13.1694000105858,15.6469,18.5892,91.2092203571382,92.1115698948513,43.2,7.3,32.8,50.18,19.6,68,6.608404925311954,43.57159507468804
WF CR,M5,6.99474467286297,17.8273,13.6934,88.2411255444841,89.5194840720417,43.2,7.3,18.6,37.73,19.6,67,2.639117165071198,35.0908828349288
FM MI,M5,11.9294817106471,9.751,20.1746,92.8185479495637,86.4524407378998,15.0,6.7,19.3,19.95,1.3,53,2.3799316012740963,17.570068398725905
FM CR,M5,11.3808026881435,9.1936,18.6949,92.2382200041588,84.4422659893651,15.0,6.7,17.2,18.62,1.3,52,2.1191054605323196,16.50089453946768
DE MI,M5,19.4863450735879,9.01,16.5013,83.1213474660523,82.6400820040706,44.7,7.1,23.2,24.26,1.7,48,4.727387314852424,19.532612685147576
DE CR,M5,12.8394898566047,7.2364,16.6253,87.3430127549949,78.5866260689623,44.7,7.1,11.0,13.1,1.7,47,1.6819731712152155,11.418026828784784
BZE 6201,M5,20.4278583571011,10.1952,14.4496,88.9319264961965,102.941720619259,15.0,7.85,25.09,21.97,11.01,33,4.488000481055112,17.481999518944885
BZE 6035,M5,79.8345882551217,13.3787,15.5002,80.8346752363369,81.2901813991166,3.8,6.07,21.73,36.41,0.0,32,29.067773583689807,7.342226416310187
BZE 5406,M5,17.3107163911933,8.3071,13.4379,76.7441549539778,78.7410692769566,37.6,7.38,81.08,75.38,4.18,31,13.048818015681507,62.33118198431849
BZE 5300,M5,12.2809525755752,9.4145,16.3577,89.8664145713933,90.5882830245882,20.5,6.58,41.6,43.51,0.0,30,5.343442465632769,38.16655753436723
BZE 5216,M5,11.4033458592363,10.7383,18.2674,97.2086322598316,98.1733301562016,22.4,5.46,61.2,60.27,0.0,29,6.872796549361718,53.39720345063829
BZE 4770,M5,18.8278913122717,10.0893,16.6189,86.8677015117521,88.513805599622,67.2,7.31,80.16,73.59,2.84,28,13.855445216700744,59.73455478329925
BZE 4764,M5,15.0178379370848,9.3081,20.374,88.7318612541974,87.9779488831655,46.0,6.42,56.45,56.22,0.0,27,8.443028488229073,47.77697151177092
BZE 4655,M5,10.5244500896229,10.1559,15.5771,84.6053277157615,90.2034899608016,21.5,6.6,15.67,16.45,0.31,26,1.731272039742967,14.71872796025703
BZE 3952,M5,19.3303065885707,9.5645,17.6786,79.3655179284715,90.5312187711348,31.4,8.1,14.04,15.7,15.81,25,3.0348581344056,12.665141865594402
BZE 3581,M5,17.1220666875852,8.3275,17.4339,90.9961295132835,94.0946677085291,29.3,6.36,11.01,11.44,0.0,24,1.9587644290597468,9.481235570940253
BZE 3290,M5,9.71801677735609,9.7324,18.1384,87.922987790137,90.6083381343389,31.1,6.01,59.29,58.57,0.0,23,5.691842426497462,52.87815757350254
BZE 2659,M5,11.4901294853879,11.134,16.59,82.4293372319688,84.9038498519288,21.5,7.58,22.38,21.4,2.63,22,2.4588877098730104,18.941112290126988
BZE 1412,M5,84.500846973951,12.7878,16.3951,82.0539120798968,85.5873983199192,3.2,5.9,15.53,15.63,0.0,20,13.207482382028541,2.422517617971459
BZE 1173,M5,97.4725356226739,12.923,14.6261,100.79596111499,102.037551702092,5.2,5.89,59.77,61.95,0.0,18,60.38423581824649,1.5657641817535175
BZE 0259,M5,33.0521009692124,10.1284,18.6617,93.0008493436402,96.1684242896051,34.1,7.49,27.13,27.08,4.64,17,8.950508942462715,18.12949105753728
BZE 0060,M5,17.6812084801853,10.0128,14.8777,97.2076644619698,98.9006981210323,56.1,5.3,120.31,116.42,0.0,16,20.58446291263173,95.83553708736827
BS MI,M5,26.1004671326002,10.1478,28.496,92.515197568389,92.3039109490115,4.0,6.25,18.3,8.83,0.0,15,2.304671247808598,6.5253287521914025
BS A,M5,16.9216279248571,11.0875,18.855,86.8415463746474,88.8713847742357,4.0,6.25,15.5,10.49,0.0,14,1.7750787693175099,8.71492123068249
6019,M5,23.6759539484377,9.5728,14.0105,77.2376764504948,78.6178698084649,39.1,5.86,136.96,0.0,0.0,6,0.0,0.0
3820,M5,25.4022799406691,9.0955,1415.3329,70.3848429924448,87.6104384512006,53.9,7.52,28.94,27.1,29.27,4,6.884017863921326,20.215982136078672
3596,M5,22.2222018181657,9.1282,15.1656,82.074011247115,87.2354093323395,60.0,7.57,22.98,21.59,13.35,3,4.797773372541975,16.792226627458025
1005,M5,7.3323124042879,9.3565,16.2755,80.3197966855509,80.6668569985396,10.8,6.52,9.05,9.74,0.0,2,0.7141672281776414,9.025832771822358
786,M5,97.9684982522531,13.879,21.4476,86.406546063755,89.1561903152465,3.6,6.02,35.61,33.07,0.0,1,32.3981823720201,0.6718176279799003
347,M5,97.7304723107163,14.1303,16.9263,99.823795505134,102.426255058199,4.4,6.08,76.0,0.0,0.0,0,0.0,0.0
TT-06,M5,13.6405761481718,8.8131,16.5705,88.4308408339103,89.8960597122454,28.1,8.6,15.9,15.57,171.6,66,2.1238377062703493,13.446162293729651
REMENDIA,M5,22.0257886645068,9.6781,21.4482,94.2599149278471,103.919061459132,39.1,5.8,36.6,25.55,0.0,63,5.6275890037814875,19.922410996218513
ENERIZ C4,M5,18.7383255901119,7.5355,15.3977,77.540930884662,75.3699089560146,29.8,8.6,12.1,55.5,399.3,50,10.399770702512104,45.10022929748789
ENERIZ C3,M5,31.7177382068822,7.2836,16.5029,86.8598404667084,84.12412893183,29.8,8.6,14.0,57.98,399.3,49,18.3899446123503,39.59005538764969
CS-16-058-A2,M5,20.7329370901748,7.4993,16.8527,88.6686513123046,89.9790178427817,30.2,7.9,12.4,72.15,479.0,46,14.95881411056112,57.19118588943889
170-3-0-15,M5,17.1039068997077,8.9442,23.6207,84.5913295578787,86.4178941676126,29.4,7.4,34.3,34.27,0.0,13,5.8615088945298295,28.408491105470173
156-2-0-15,M5,18.0097100795048,8.4003,13.8055,82.2617441659719,87.047137659052,37.8,8.1,27.0,26.27,536.5,12,4.73115083788591,21.538849162114087
154-2-15-30,M5,24.320430793466,7.167,18.4629,86.367031460652,84.5440027739856,35.7,8.6,11.0,22.88,706.2,11,5.5645145655450206,17.315485434454978
154-1-0-15,M5,26.2531861193056,8.4263,17.8018,84.1882731609804,88.9457199102348,33.1,8.2,20.0,16.39,619.0,9,4.302897204954188,12.087102795045814
15-KOE-1-18,M5,60.4523013780167,11.835,20.5719,76.5646877566051,82.1838155432513,4.4,6.6,15.5,16.39,0.0,8,9.908132195856938,6.4818678041430635
13-KOE-1-18,M5,25.0968278354364,12.7645,25.3613,84.7781095585062,82.6711530324535,68.1,7.4,29.3,32.39,0.0,7,8.12886253589785,24.261137464102152
M22/02 88,M5,72.9506413972278,10.5444951511694,13.6402792897631,75.4782553191489,75.8520101522843,6.3,6.6,57.4,59.1,0.0,57,43.11382906576163,15.98617093423837
M22/02 82,M5,61.331167671971,10.876556219022,14.2593261386812,92.85948,93.0680157480315,5.5,6.6,63.6,63.5,0.0,56,38.94529147170159,24.554708528298413
M22/03 12,M5,40.6497761728609,10.3548663741524,14.158697592063,92.7060144927536,93.5315786163522,14.7,6.5,76.1,79.5,0.0,58,32.316572057424416,47.18342794257558
M20/18 03,M5,33.9095301395342,12.3673841313689,16.1425755514371,83.8696056338028,85.0934382978723,8.5,5.3,87.4,94.0,0.0,55,31.874958331162148,62.12504166883786
M20/04 77,M5,11.2626640275125,8.67419892572699,15.6101060208151,87.6092631578948,88.5406757281553,30.0,6.1,50.2,51.5,0.0,54,5.800271974168937,45.699728025831064
P114,M5,25.2148220289066,9.62531302598629,28.157554170377,81.4995,84.5434606741573,43.2,7.0,3.5,3.56,0.0,60,0.8976476642290748,2.6623523357709256
P014,M5,11.3796640240098,10.6315229633338,19.1952923010629,93.2015555555556,89.2621187648456,17.0,6.7,1.9,2.105,0.0,59,0.2395419277054063,1.8654580722945937
